sentences,category
Shift 5500 rupees from ICICI account to Axis account.,Self Transfer
Move 3000 rs from PNB account to Kotak account.,Self Transfer
Transfer 4500 rupees from Canara account to HDFC account.,Self Transfer
Send 8000 rs from SBI account to Union Bank account.,Self Transfer
Shift 10000 rupees from Axis account to ICICI account.,Self Transfer
Move 2000 rs from Union Bank account to Canara account.,Self Transfer
Transfer 7000 rs from Kotak account to PNB account.,Self Transfer
Send 5000 rupees from ICICI account to Axis account.,Self Transfer
Shift 9500 rs from HDFC account to SBI account.,Self Transfer
Move 4000 rupees from PNB account to Canara account.,Self Transfer
Transfer 6000 rs from Axis account to Kotak account.,Self Transfer
Send 3000 rupees from Union Bank account to ICICI account.,Self Transfer
Shift 10000 rupees from SBI account to PNB account.,Self Transfer
Move 4500 rs from Canara account to Axis account.,Self Transfer
Transfer 7000 rupees from ICICI account to Union Bank account.,Self Transfer
Send 8000 rupees from Axis account to SBI account.,Self Transfer
Shift 12000 rs from Kotak account to HDFC account.,Self Transfer
Move 5000 rs from PNB account to Axis account.,Self Transfer
Transfer 3000 rupees from Canara account to Union Bank account.,Self Transfer
Send 9500 rs from ICICI account to Kotak account.,Self Transfer
Shift 7000 rupees from Axis account to HDFC account.,Self Transfer
Move 4000 rs from SBI account to ICICI account.,Self Transfer
Transfer 6000 rupees from Union Bank account to PNB account.,Self Transfer
Send 12000 rs from Kotak account to Canara account.,Self Transfer
Shift 8000 rupees from Axis account to Union Bank account.,Self Transfer
Move 3000 rs from HDFC account to SBI account.,Self Transfer
Transfer 4500 rs from ICICI account to Axis account.,Self Transfer
Send 10000 rupees from PNB account to Kotak account.,Self Transfer
Shift 6000 rs from Union Bank account to Canara account.,Self Transfer
Move 9500 rupees from Axis account to HDFC account.,Self Transfer
Transfer 5000 rs from SBI account to ICICI account.,Self Transfer
Send 3000 rs from Canara account to PNB account.,Self Transfer
Shift 7000 rupees from Kotak account to Axis account.,Self Transfer
Move 4000 rs from ICICI account to Union Bank account.,Self Transfer
Transfer 8000 rs from Axis account to SBI account.,Self Transfer
Send 12000 rupees from PNB account to HDFC account.,Self Transfer
Shift 5000 rs from Union Bank account to Axis account.,Self Transfer
Move 9500 rs from Kotak account to Canara account.,Self Transfer
Transfer 6000 rs from Axis account to ICICI account.,Self Transfer
Send 3000 rupees from SBI account to PNB account.,Self Transfer
Shift 7000 rs from HDFC account to Union Bank account.,Self Transfer
Move 4000 rs from ICICI account to Kotak account.,Self Transfer
Transfer 12000 rupees from Axis account to Canara account.,Self Transfer
Send 5000 rs from Union Bank account to SBI account.,Self Transfer
Shift 9500 rupees from PNB account to Axis account.,Self Transfer
Move 7000 rs from ICICI account to HDFC account.,Self Transfer
Transfer 6000 rupees from Axis account to Union Bank account.,Self Transfer
Send 3000 rs from Kotak account to PNB account.,Self Transfer
Shift 10000 rupees from Canara account to Axis account.,Self Transfer
Move 4000 rs from Union Bank account to ICICI account.,Self Transfer
Transfer 8000 rupees from SBI account to HDFC account.,Self Transfer
Send 12000 rs from Axis account to Kotak account.,Self Transfer
Shift 5000 rupees from PNB account to Union Bank account.,Self Transfer
Move 9500 rs from ICICI account to Axis account.,Self Transfer
transfer 5000 rs from my savings account to Bank of Baroda account.,Self Transfer
pay 7000 rs from my savings account to HSBC account.,Self Transfer
send 3000 rs from my savings account to South Indian Bank account.,Self Transfer
deposit 4500 rs from my savings account to Sarv Haryana Gramin Bank account.,Self Transfer
credit 6000 rs from my savings account to Union Bank of India account.,Self Transfer
remit 8000 rs from my savings account to Axis Bank account.,Self Transfer
transfer 2500 rs from my savings account to HDFC Bank account.,Self Transfer
pay 10000 rs from my savings account to ICICI Bank account.,Self Transfer
send 5500 rs from my savings account to Punjab National Bank account.,Self Transfer
deposit 9000 rs from my savings account to Canara Bank account.,Self Transfer
credit 7000 rs from my savings account to Yes Bank account.,Self Transfer
remit 3000 rs from my savings account to Kotak Mahindra Bank account.,Self Transfer
send 4500 rs from my savings account to Dhanlaxmi Bank account.,Self Transfer
pay 6000 rs from my savings account to Karnataka Bank account.,Self Transfer
transfer 5000 rs from my savings account to IDFC First Bank account.,Self Transfer
credit 2500 rs from my savings account to IndusInd Bank account.,Self Transfer
deposit 7000 rs from my savings account to Bank of Maharashtra account.,Self Transfer
send 4000 rs from my savings account to Indian Bank account.,Self Transfer
pay 8500 rs from my savings account to Central Bank of India account.,Self Transfer
transfer 6000 rs from my savings account to Bank of India account.,Self Transfer
credit 3000 rs from my savings account to UCO Bank account.,Self Transfer
deposit 7500 rs from my savings account to Indian Overseas Bank account.,Self Transfer
remit 5000 rs from my savings account to City Union Bank account.,Self Transfer
send 9500 rs from my savings account to Federal Bank account.,Self Transfer
pay 4000 rs from my savings account to RBL Bank account.,Self Transfer
transfer 6500 rs from my savings account to South Malabar Gramin Bank account.,Self Transfer
deposit 5000 rs from my savings account to Suryoday Small Finance Bank account.,Self Transfer
credit 3500 rs from my savings account to Jana Small Finance Bank account.,Self Transfer
remit 10000 rs from my savings account to AU Small Finance Bank account.,Self Transfer
pay 4500 rs from my savings account to Equitas Small Finance Bank account.,Self Transfer
send 7000 rs from my savings account to ESAF Small Finance Bank account.,Self Transfer
transfer 5000 rs from my savings account to North East Small Finance Bank account.,Self Transfer
deposit 6000 rs from my savings account to Capital Small Finance Bank account.,Self Transfer
credit 7500 rs from my savings account to Shivalik Small Finance Bank account.,Self Transfer
send 3000 rs from my savings account to Bandhan Bank account.,Self Transfer
pay 6500 rs from my savings account to Fincare Small Finance Bank account.,Self Transfer
transfer 4000 rs from my savings account to Punjab and Sind Bank account.,Self Transfer
deposit 9000 rs from my savings account to Catholic Syrian Bank account.,Self Transfer
credit 3500 rs from my savings account to Karur Vysya Bank account.,Self Transfer
remit 8000 rs from my savings account to Lakshmi Vilas Bank account.,Self Transfer
send 2500 rs from my savings account to Nainital Bank account.,Self Transfer
pay 10000 rs from my savings account to Saraswat Bank account.,Self Transfer
transfer 4500 rs from my savings account to DCB Bank account.,Self Transfer
deposit 7000 rs from my savings account to IDBI Bank account.,Self Transfer
credit 6000 rs from my savings account to Standard Chartered Bank account.,Self Transfer
send 5000 rs from my savings account to Deutsche Bank account.,Self Transfer
pay 7500 rs from my savings account to JPMorgan Chase Bank account.,Self Transfer
remit 8500 rs from my savings account to Citibank account.,Self Transfer
deposit 4000 rs from my savings account to Barclays Bank account.,Self Transfer
transfer 9500 rs from my savings account to DBS Bank account.,Self Transfer
to bank account,Bank Transfer
to a bank account,Bank Transfer
send to bank account,Bank Transfer
transfer to bank account,Bank Transfer
deposit to bank account,Bank Transfer
to account number,Bank Transfer
into bank account,Bank Transfer
move to bank account,Bank Transfer
forward to bank account,Bank Transfer
to account,Bank Transfer
send to account,Bank Transfer
transfer to account,Bank Transfer
add to bank account,Bank Transfer
push to account,Bank Transfer
route to bank account,Bank Transfer
direct to account,Bank Transfer
shift to bank account,Bank Transfer
remit to bank account,Bank Transfer
send into bank account,Bank Transfer
deposit into account,Bank Transfer
put into bank account,Bank Transfer
transfer into account,Bank Transfer
credit to account,Bank Transfer
forward into account,Bank Transfer
to recipient account,Bank Transfer
to user account,Bank Transfer
to payee account,Bank Transfer
to self account,Self Transfer
to my account,Self Transfer
into my own account,Self Transfer
to myself,Self Transfer
move to self account,Self Transfer
transfer to my account,Self Transfer
send to self,Self Transfer
forward to my account,Self Transfer
add to my account,Self Transfer
put into my own account,Self Transfer
credit to self account,Self Transfer
route to my account,Self Transfer
to me,Self Transfer
deposit into my account,Self Transfer
shift to self account,Self Transfer
to upi id,Payment
send to upi id,Payment
transfer to upi id,Payment
pay to upi id,Payment
forward to upi id,Payment
into upi id,Payment
direct to upi id,Payment
move to upi id,Payment
credit to upi id,Payment
deposit to upi id,Payment
add to upi id,Payment
remit to upi id,Payment
send into upi id,Payment
push to upi id,Payment
to mobile number,Payment
send to mobile number,Payment
pay to mobile number,Payment
transfer to mobile number,Payment
forward to mobile number,Payment
to phone number,Payment
send to phone number,Payment
pay to phone number,Payment
to contact number,Payment
transfer to contact number,Payment
to cell number,Payment
remit to mobile number,Payment
direct to mobile number,Payment
add to mobile number,Payment
move to mobile number,Payment
push to mobile number,Payment
deposit to mobile number,Payment
into mobile number,Payment
to mobile number,Payment
Phone,Random
Mobile,Random
No input,Random
account,Random
number,Random
go back,Random
Repeat,Random
The name is Devanshi sharma,Random
Search again,Random
what can i do?,Random
what,Random
hello,Random
hi,Random
okay,Random
stop,Random
continue,Random
cancel,Random
not sure,Random
exit,Random
start over,Random
try again,Random
skip,Random
wait,Random
help,Random
how,Random
why,Random
where,Random
when,Random
back,Random
done,Random
yes,Random
no,Random
maybe,Random
repeat again,Random
search,Random
find,Random
show,Random
tell me,Random
again,Random
confirm,Random
deny,Random
ignore,Random
next,Random
previous,Random
one more time,Random
i don’t know,Random
nothing,Random
blank,Random
unknown,Random
not available,Random
give me options,Random
show me options,Random
i forgot,Random
forgot,Random
idk,Random
do it again,Random
replay,Random
go home,Random
home,Random
main menu,Random
options,Random
settings,Random
logout,Random
sign out,Random
login,Random
sign in,Random
my name is Rahul,Random
call,Random
ring,Random
message,Random
sms,Random
check,Random
verify,Random
correct,Random
wrong,Random
error,Random
invalid,Random
try later,Random
later,Random
not now,Random
remind me,Random
reminder,Random
pause,Random
resume,Random
loading,Random
buffering,Random
who are you,Random
what is this,Random
tell again,Random
Scan and pay 100 rupees,Scan and Pay
Scan the code,Scan and Pay
Scan QR code,Scan and Pay
Can you Scan?,Scan and Pay
Open my scanner,Scan and Pay
Send money by QR code,Scan and Pay
Open my code scanner,Scan and Pay
Make a payment by scanning code,Scan and Pay
Scan QR code,Scan and Pay
Pay thousand through scanner,Scan and Pay
scan to pay,Scan and Pay
Scan the UPI code,Scan and Pay
Could you please scan to Pay 200 rupees,Scan and Pay
pay to shopkeeper using scanner 350 rupees,Scan and Pay
Open scanner and Pay 2000,Scan and Pay
Scan and pay ₹500 to Rahul Sharma,Scan and Pay
Open scanner and pay ₹1200 to Priya Verma,Scan and Pay
Scan QR and send ₹750 to Akash Singh,Scan and Pay
Pay 2000 to Meena Gupta using QR code,Scan and Pay
Scan QR and transfer 3500 to Suresh Kumar,Scan and Pay
Use QR scanner to pay ₹1000 to Riya Patel,Scan and Pay
Open QR scanner and pay ₹2250 to Anjali Mehra,Scan and Pay
Pay ₹800 to Neeraj Joshi via scan and pay,Scan and Pay
Scan QR and pay ₹1750 to Grocery Store – Ram Traders,Scan and Pay
Scan and pay ₹5000 to Aman Raj,Scan and Pay
Use QR to pay 1000,Scan and Pay
Pay ₹250 using scan,Scan and Pay
Scan QR to complete payment,Scan and Pay
Pay ₹999 via QR code,Scan and Pay
Make a QR payment of ₹1450,Scan and Pay
Pay 750 rupees through scan,Scan and Pay
Scan QR for payment of 650,Scan and Pay
Pay ₹120 via scanner,Scan and Pay
Use scanner to pay ₹4800,Scan and Pay
Scan code to transfer ₹5600,Scan and Pay
Pay ₹2100 by QR,Scan and Pay
Scan and send ₹900,Scan and Pay
Use QR scanner to transfer ₹1250,Scan and Pay
Scan UPI code to pay ₹3300,Scan and Pay
Pay ₹670 using QR,Scan and Pay
Make a scan payment of ₹430,Scan and Pay
Scan QR and pay ₹2750,Scan and Pay
Use QR code to pay ₹8200,Scan and Pay
Scan code to pay ₹1350,Scan and Pay
Pay ₹60 using scan option,Scan and Pay
Scan and complete payment ₹550,Scan and Pay
Use scanner for ₹1999 payment,Scan and Pay
Pay 300 through QR code,Scan and Pay
Scan QR to send ₹175,Scan and Pay
Scan to make a payment of ₹2250,Scan and Pay
